Image,Transformation,Encoding,QuantizationFactor,WindowSize,OriginalSize,CompressedSize,CompressionRate,PSNR
./img/boat.ppm,DWT,LZ77,90,5,24883217,7416183,3.36,39.40
./img/boat.ppm,DWT,LZ77,100,5,24883217,7416183,3.36,39.40
./img/boat.ppm,DWT,LZ77,10,10,24883217,1858208,13.39,28.53
./img/boat.ppm,DWT,LZ77,20,10,24883217,2856136,8.71,32.22
./img/boat.ppm,DWT,LZ77,30,10,24883217,3683062,6.76,34.44
./img/boat.ppm,DWT,LZ77,40,10,24883217,4320611,5.76,35.97
./img/boat.ppm,DWT,LZ77,50,10,24883217,4320611,5.76,35.97
./img/boat.ppm,DWT,LZ77,60,10,24883217,5395309,4.61,37.29
./img/boat.ppm,DWT,LZ77,70,10,24883217,5395309,4.61,37.29
./img/boat.ppm,DWT,LZ77,80,10,24883217,7405806,3.36,39.40
./img/boat.ppm,DWT,LZ77,90,10,24883217,7405806,3.36,39.40
./img/boat.ppm,DWT,LZ77,100,10,24883217,7405806,3.36,39.40
./img/boat.ppm,DWT,LZ77,10,20,24883217,1826395,13.62,28.53
./img/boat.ppm,DWT,LZ77,20,20,24883217,2867199,8.68,32.22
./img/boat.ppm,DWT,LZ77,30,20,24883217,3735673,6.66,34.44
./img/boat.ppm,DWT,LZ77,40,20,24883217,4409236,5.64,35.97
./img/boat.ppm,DWT,LZ77,50,20,24883217,4409236,5.64,35.97
./img/boat.ppm,DWT,LZ77,60,20,24883217,5544718,4.49,37.29
./img/boat.ppm,DWT,LZ77,70,20,24883217,5544718,4.49,37.29
./img/boat.ppm,DWT,LZ77,80,20,24883217,7650290,3.25,39.40
./img/boat.ppm,DWT,LZ77,90,20,24883217,7650290,3.25,39.40
./img/boat.ppm,DWT,LZ77,100,20,24883217,7650290,3.25,39.40
./img/boat.ppm,DWT,LZ77,10,100,24883217,2611161,9.53,28.53
./img/boat.ppm,DWT,LZ77,20,100,24883217,3828212,6.50,32.22
./img/boat.ppm,DWT,LZ77,30,100,24883217,4817122,5.17,34.44
./img/boat.ppm,DWT,LZ77,40,100,24883217,5600982,4.44,35.97
./img/boat.ppm,DWT,LZ77,50,100,24883217,5600982,4.44,35.97
./img/boat.ppm,DWT,LZ77,60,100,24883217,6888188,3.61,37.29
./img/boat.ppm,DWT,LZ77,70,100,24883217,6888188,3.61,37.29
./img/boat.ppm,DWT,LZ77,80,100,24883217,9240290,2.69,39.40
./img/boat.ppm,DWT,LZ77,90,100,24883217,9240290,2.69,39.40
./img/boat.ppm,DWT,LZ77,100,100,24883217,9240290,2.69,39.40
./img/boat.ppm,DWT,LZ77,10,500,24883217,4852432,5.13,28.53
./img/boat.ppm,DWT,LZ77,20,500,24883217,6657019,3.74,32.22
./img/boat.ppm,DWT,LZ77,30,500,24883217,8016371,3.10,34.44
./img/boat.ppm,DWT,LZ77,40,500,24883217,9096117,2.74,35.97
./img/boat.ppm,DWT,LZ77,50,500,24883217,9096117,2.74,35.97
./img/boat.ppm,DWT,LZ77,60,500,24883217,10869707,2.29,37.29
./img/boat.ppm,DWT,LZ77,70,500,24883217,10869707,2.29,37.29
./img/boat.ppm,DWT,LZ77,80,500,24883217,14102710,1.76,39.40
./img/boat.ppm,DWT,LZ77,90,500,24883217,14102710,1.76,39.40
./img/boat.ppm,DWT,LZ77,100,500,24883217,14102710,1.76,39.40

